Protein.Names	DMSO_01	DMSO_02	DMSO_03	DMSO_04	DMSO_05	DMSO_06	DMSO_07	DMSO_08	DMSO_09	DMSO_10	DMSO_11	DMSO_12	IHK44_100nM_01	IHK44_100nM_02	IHK44_100nM_03	IHK44_100nM_04	IHK44_100nM_05	IHK44_100nM_06	IHK44_125nM_01	IHK44_125nM_02	IHK44_125nM_03	IHK44_125nM_04	IHK44_125nM_05	IHK44_125nM_06	IHK44_150nM_01	IHK44_150nM_02	IHK44_150nM_03	IHK44_150nM_04	IHK44_150nM_05	IHK44_150nM_06
RM22_HUMAN	27450.2	26994.3	27896.6	26025.5	22846.5	24555.9	25407	26386.3	25677	24140.5	23419.7	29163.5	29277.3	27167.9	26394.3	22123.5	33212.6	29007	32017.1	26788.6	24500	25583.1	21411.9	22079.9	27713.6	28607.4	24708.7	26213.5	26211.8	26189.3
RM23_HUMAN	10409	9737.6	8922.51	9062.15	9718.54	9217.73	10401.3	10688.6	9629.69	8694.76	7720.71	9754.15	9861.23	8656.95	10537.2	5886.7	9536.92	9083.71	10689.4	9227.25	8336.17	7127.39	7947.26	7990.55	9037.19	10956.3	7458.7	10227.4	7382.21	7191.76
RM24_HUMAN	14883.1	15617.3	14485.9	13424.8	13966.5	13461.6	14454.6	14229.8	14279.7	13767.6	9478.32	13300.2	15800.6	13619.9	14462.6	12669.3	15065.7	15286.7	15010.3	14637.3	13938.4	13646.8	12775.6	12661.4	13175.6	15095.5	12406.3	14111.8	12197.7	13700.6
RM27_HUMAN	24496	25614.4	25516.5	25286.9	26016.4	21147	26020	29136.9	26535.9	24357.2	25293.7	29012.4	26494.8	27003.8	29864.5	24135.6	26084.3	26285.8	25970.2	22229.3	29408.8	23043.4	23684.8	30663	24930.3	26441.2	24811.4	27460.7	22675.3	22411
RM28_HUMAN	14392.7	15352.5	15171.3	15999.9	13737.9	14430.4	15032.4	14984.5	15092.6	14388.3	12520.1	14258.1	17906.5	15751.2	15763.4	12815.3	16462.4	14939.2	15196.5	15313.2	15733.5	14400.3	15281.2	14308.2	15324.2	17035.2	12489.9	14446.7	13443	13596.9
RM30_HUMAN	15999.6	18996.2	18363.2	14710.5	12610	12444.2	15636.3	17278.2	12190.9	15326.4	10660	14705.1	18566.7	15662.2	17569.8	13089.4	13898.1	9126.98	17915.8	8370.85	11733.2	11104.6	7701.31	16076.1	17072.8	19065.8	11682.4	14450.9	13749.8	11674.9
RM32_HUMAN	12055.2	13524.2	12349.1	9904.68	9653.18	9443.37	9916.62	10418.2	9626.26	9539.7	8627.05	11702.7	13095.5	14550	13837.6	9202.49	9919.71	10958.9	13609.1	7957.02	12360.1	8265.55	10344.6	11016.1	10683.5	14794.8	12047.5	13291.1	8980	10110.9
RM33_HUMAN	22544.3	18922.4	22259.6	17153.8	19813.7	13988.3	18738.7	17807.2	13888.4	15962.2	15201.7	17046.3	24389.5	21146.3	23229.8	21225.8	10926.9	11722	16335.6	8248.85	22822	13190.5	17728.6	16977.1	15740.9	22938.1	15331.9	21736.3	11435.3	11389.5
RM34_HUMAN	20828.8	19887	19084.9	20294.5	15930.2	10977.8	18949.8	17020.4	18750	18081.1	12878.6	16330.2	21281.8	25002	22737.8	19683.8	12780.7	13706.2	22046.5	8075.94	13730.7	13781.6	13235.4	18143.5	16566.6	25551.8	15836.1	22382.7	15591.1	15195.7
RM37_HUMAN	20894.3	21647.9	20382.6	18957.7	19572.9	17728	20196.8	18851.7	20507.5	19378.2	16793.3	21044.1	23203.1	19344.6	20992	15690.3	20399.3	19562.3	20676.8	18923.3	20880.5	17623.1	18947.4	18592.8	19874.2	21134.9	18193.2	20562.3	18401.3	17964.1
RM38_HUMAN	40504.8	40073.8	37307.8	37702.3	41019.7	34007.8	38594.7	37296.2	39595.7	37987.4	32716.8	40163.9	43245	42363.4	42345.2	30976.1	35397.8	41792.5	41153.2	36243.6	41090.8	34899.7	35153.5	38023.9	38620.5	43483.6	35310.6	40228	35845.3	36569.8
RM39_HUMAN	29536.4	28167.5	28769.8	29552.1	25624.2	26359.5	28854.2	28458.3	28850.2	29631.2	22491.1	32386.1	32612.2	28850.6	30783.8	22478.4	30215.7	30252.1	31817	29031.4	31430.8	28156.7	26553.8	29840.6	31129.1	31411.1	24450.2	26988.1	24672.1	26543.6
RM40_HUMAN	45104.3	43089.4	41182.6	44903	42228.1	40362.8	49134.5	40789.3	44055.9	46070.5	43713.5	47778.7	48859.2	48970.8	42415.7	53679.3	35633.4	38871.4	40724.8	33052.4	39982.8	41241.8	48504.9	47389.9	37326.6	56235.8	46630.9	49455.7	35637.9	40656.8
RM41_HUMAN	27319.6	23817.9	25202.2	22263.6	23984.7	16795.8	24288.1	24075.7	17080	22894	15846	20941.9	25800.5	23475.5	25558.1	19761.1	19134.3	19394.3	23405.3	17627.6	20101.9	19449.8	21623.8	18982.8	22608.4	28832.1	20971.8	23071.6	25220	21223.4
RM43_HUMAN	39669.7	36365.5	42163.8	27489.4	31174.7	23108.3	29478.4	25667.6	21473.8	24695.1	19192.9	24022	46204.2	46267	44144.1	19809.1	22744.6	23381.5	46831.4	21827.7	25355.3	16633.5	24375.5	26755.2	37454.4	46028.7	22114.2	32444.2	28812.6	20597.8
RM44_HUMAN	40069.2	37506.3	38694	35020.2	34562.9	32096.9	37514	39107.9	34957.1	35384.9	31162.1	35837.8	37613.2	34922	38382.4	29597.4	33163.3	36720	40462	36118.8	37125.4	36268.5	33208.5	31948.4	36565.6	37440.6	30713.6	37287.6	29020	31930.4
RM45_HUMAN	59595.3	58190.7	57276	51494.3	53726.6	52183.3	57726.1	52442.4	53045.5	54932.5	44280.3	52494.8	54955.9	53110.6	61737.7	49468.1	50454.5	53396.3	58637.1	52555.6	56714.1	42080.8	51465.3	53442.7	55090.8	54569.7	48410.2	56807.1	48634.9	44339
RM46_HUMAN	23597.1	25214.5	28081.1	26849.6	27032.3	22703.6	22814.2	22297.2	24692.8	26679.9	24574.8	24847	27282.9	26652.8	31713.6	21418	24651.4	25987.4	25936.5	25082.6	27004	21885.6	26855.8	26239.6	26717.3	24917.6	21782.3	28699.6	22650.4	23771.3
RM47_HUMAN	22562.6	21707.9	19308.3	22294.9	21053.7	20199	23200.5	22704.3	22537.3	19978.1	15806.5	18742.2	24713.6	19127	19361.8	16436.2	23342.8	17677	24412.3	19085	15802.8	18511.5	14256.1	14623.3	23696.2	26019.8	19647	19061.2	17546.4	20486.7
RM48_HUMAN	31452.2	33321.2	33887.8	33254.5	32332.7	29945.8	31023.2	27131.1	29683.2	31840.6	31767.3	29531.6	36669.6	30704.6	35959.2	28506.5	29212.1	30471.4	34085.6	29436.5	35143.2	27727	34854.3	32979	33038.7	31832.3	26219.5	32572.4	28269.2	30918.4
RM49_HUMAN	4378.14	3803.1	4456.92	3797.45	2921.44	2651.14	4017.76	2265.95	2578.25	2878.74	1850.19	3655.99	3469.26	2466.94	3055.16	3005.77	3970.58	3033.06	4612.76	3937.56	4637.29	1835.64	3258.8	2725.65	3964.02	3918.9	4272.72	3315.65	3252.57	2346.24
RM51_HUMAN	23128.2	21485.2	21398.9	20841.2	21265.7	15748.8	19421.6	18821.9	23114.5	21500	18873.1	21126.9	20413.3	20707.2	24452.8	16264.2	22253.8	22305.9	21745.5	17373	15606.5	16023.8	13054.3	19387.2	20276.5	26814.7	20670.1	18591.2	17092	13415.9
RM52_HUMAN	2014.36	1639.25	1807.77	1386.06	1192.07	NA	1853.84	NA	291.035	1646.52	1325.94	3215.24	1630.33	943.39	2201.67	NA	1546.97	1350.66	NA	1005.99	1510.57	2348.28	2011.25	3530.93	963.174	1726.87	NA	1648.24	1712.15	1465.98
RM53_HUMAN	17805.6	18129.5	18058.7	18817.3	19009.3	14778.6	19597.6	18103.1	15033.9	17399.7	13546.7	15471.1	21847.9	24366.9	18654.6	16451.8	15435.8	15671.6	18216	13799.7	17554.8	14203.8	13058.9	18165.2	18017.1	20925.3	15561.1	19782.1	17018.6	14908.4
RM54_HUMAN	81335.4	93500.9	106987	65652	96418.4	76741.1	88848.9	65779.5	63227.8	80007.1	77747.2	72826.1	84523.3	118008	97916.8	61157.5	67563.4	72967	93683.5	61810.7	68636.4	67714.2	73384.8	82547.1	85724.9	123439	68855.9	106503	80732.1	59804.5
RM55_HUMAN	32864.9	27774.6	34805.1	25146.2	28820.3	22858.5	26190.7	22494.3	18596.4	22308.8	20071.8	21078.5	32005.4	33249.5	34012.4	22950.4	17742.1	22993.8	29173.8	15724.3	28467.7	15219.8	21987.7	25175.1	25052.5	38782	20069.2	28904.5	22302	18033.6
RMC1_HUMAN	5386.49	5680.83	4871.91	4999.41	4874.51	5235.81	5125.63	4720.14	5764.06	5242.09	5035.23	3967.52	5642.29	4979.91	4804.18	4693.97	3824.68	5643.86	4362.57	4657.88	3907.3	4815.76	5403.61	4827.27	5332.21	4866.21	5645.07	4084.44	6149.69	4445.75
RMD1_HUMAN	5936.53	3872.5	2918.02	3926.27	2221.67	5736.6	6412.14	3843.76	NA	5683.53	4599.36	4747.22	5141.08	4145.31	5496.02	3693.07	4330.84	3524.72	4374.55	7119.51	4593.33	4104.67	4182.76	4237.52	3882.72	7068.11	3502.11	5864.22	3573.6	3263.11
RMD3_HUMAN	16279.9	12862.8	15004.2	12927.7	11015.2	11055.5	13900.1	15492.6	18256.5	13987.4	11976.7	16362.6	12774.2	13811.4	17117.6	15132.9	16155.3	12609.6	13565.5	14295.5	13714	13939	8740.28	16297.5	15470.7	16688.2	14864.9	16904.1	8259.64	13313.1
RMD5A_HUMAN	10418.4	10006.8	9001.27	10136.7	11245.8	11156.6	11429	11741.8	11286.3	10502.4	11297.3	10445.3	9609.26	8651.61	7241.8	9800	11073.4	9933.6	9521.97	9406.7	8990.35	10320.6	9647.32	9036.74	11158	9617.24	10197	7754.06	9931.55	9626.54
RMI1_HUMAN	40747.8	43654.2	43561.3	42761.9	41216	40793.2	44355.4	43449.7	41997.6	41779.4	42367.8	40852.5	39134.3	43058.8	41727.3	42763	41713.2	43244.7	42159.4	41869.2	39674.6	40700.6	36325.5	40714.2	42213.3	37895.1	38472.9	42841.5	42963.5	41404.1
RMI2_HUMAN	9471.73	8583.1	9335.9	7555.65	7653.46	5079.11	5986.14	6027.61	3215.7	5728.71	5611.45	6140.55	7838.9	8905.13	7068.62	5025.58	6775.52	5430.41	8199.26	5103.91	5084.43	4164.23	4461.24	7480.71	8652.9	9604.62	5224.69	7262.03	4509.57	4969.07
RMND1_HUMAN	11129.4	8980.72	9163.69	7511.62	6616.06	8486.99	8977.42	11004.6	10897.9	9481.69	9339.23	12390.7	7769.1	9928.56	10136.6	7324.36	10401.5	9525	8111.62	11122.3	9575.75	11244.3	8299.25	8638.97	9779.39	8803.82	10557.7	9959.98	9996.42	10457.6
RMP_HUMAN	11979.8	15093.8	13046.5	15552.7	15389.9	14728	15353.3	15436.4	18752.2	14911.6	15757.9	15400.4	14733.8	15276.3	14910.9	18739.1	14060.7	16456.7	14660.7	14263.7	16913	17734.8	16200.6	17411.2	12195.9	15038.5	17422.1	16046.3	14091.6	16436.5
RMXL1_HUMAN	197273	169311	197592	206611	212938	207937	214485	208065	285322	238950	245596	277628	164818	207282	166785	261813	176569	204619	169516	168676	192711	227751	232200	250560	158367	176588	273864	237794	204466	230219
RN114_HUMAN	14485.4	10448.2	9896.44	8513.37	10133.4	11041.6	10997.5	9526.74	8111.59	10244.8	8730.79	8974.56	13990.1	10538.5	8849.82	9341.02	11619.3	9606.9	11716.2	9884.99	7065.51	7550.09	8371.2	8661.81	11307.2	14176.8	9834.89	10377.4	9099.39	10260.4
RN121_HUMAN	5559.17	4778.72	5232.21	6814.16	5698.46	6788.62	7602.07	7845.53	7941.06	5836.4	4029.63	5502.19	4998.85	5446.04	4532.22	4256.99	6415.9	6416.31	5634.97	6336.44	4172.24	6207.99	3524.48	4072.49	6532.42	3619.97	5930.08	6301.01	4009.3	4149.82
RN138_HUMAN	29899.9	31930.6	31095.6	29887.4	30830.1	29636	27740.3	24649.4	26121.1	26586.6	24639.5	26996.7	28082.7	25668.9	27589	23380.7	28562.7	26884.6	26539.6	22837.3	25759.3	22242	24008.2	25154.5	25381	32711.7	23506.2	21506.2	20894.6	24794.2
RN168_HUMAN	22049.3	21970.5	23060.8	23660.5	22682.8	22356.9	24127.8	23069.2	24230.6	25940	21283.3	25072.7	21695.1	24750.4	21776.9	27981.3	20949.3	21891.3	21151.9	19428.7	26237.9	24494.4	25139.2	22993.9	18430.9	23682.3	24977.5	24829	20747.9	21319
RN169_HUMAN	24117.8	24776.8	21786.5	27759.6	24683.1	24909.3	26925.3	24571.8	26465.6	27082.6	26547.8	26794.1	24806.9	25755.8	22852.7	30880.1	23006.1	24044.2	24838.4	21196	23096.1	26009.6	25077.9	26753	22672.4	28208.9	31142.3	26210.4	25505	28353.3
RN170_HUMAN	3006.06	2256.13	2113.81	2577.99	2436.71	3308.48	2620.45	3236.14	1984.01	2111.61	1862.9	2299.87	2131.25	2343.68	2098.69	1864.68	4159.39	2705.82	2343.43	2115.59	1645.88	1320.6	2484.15	1579.8	3426.9	2039.62	2461.68	2002.64	2672.77	2299.81
RN213_HUMAN	17179.9	15644.9	16389.5	15603.6	15657.1	17178.9	16748.8	17809.9	16248.9	16469	16897.7	15557.8	16929	17987.4	16022.4	16498.2	16450.2	17381.2	17355.1	17700.1	15952.3	18340.1	16354.5	17318.5	14868.2	15909.6	17861.5	16729.9	18226.4	16319.3
RN214_HUMAN	47486.2	52093.1	50672.2	51995	50540.8	51345.5	53403	52284.1	50131.1	49964.4	46748.1	45288.1	55423	48738.5	48820.2	48811.7	52047.2	54094.4	54652.4	51900.9	48312.3	50430.6	51508.1	46348	48793.8	53536.9	53987.2	50336.2	49549.9	48904.8
RN220_HUMAN	25000	22722	21021	24120.9	23276.5	23602.3	29226.5	24446.1	24583.2	23967.5	21020.6	20940.9	22874.4	21593.4	20002.1	25019.7	23205.7	21978.9	24900.5	20249.3	17026.4	20902.5	18589.7	18607.1	23334.5	28837.5	26088.6	23117.3	21197	23045
RNBP6_HUMAN	9534.74	9601.3	8000.52	8339	8217.63	9321.04	9851.35	10121.6	9169.93	10189.3	8514.03	11912.4	8565.42	7965.64	9928.22	8326.45	8448.59	10127	10772.6	12255.5	6320.76	11078.2	8516.52	11072.3	9719.75	6816.04	9201.2	7893.48	8004.61	11611.6
RNC_HUMAN	16535.5	15248	14944	14610.8	14259.6	15817.6	15405.3	15210.9	15054.7	15579.9	15422.1	15221.4	15256.2	14898.8	15657.7	14460.8	16569.9	15253	15517	18103.3	11364.7	14068.3	13642.3	12486.6	17554.7	15603.7	15295.7	14676	16086.6	15699.2
RNF12_HUMAN	1597.83	3237.36	3003.83	2875.66	1864.7	2527.97	2518.87	2660.74	2919.55	2400.05	2296	2456.14	2674.44	2820.15	2326.24	2305.09	2880.41	2842.38	3318.81	2784.38	2356.92	1646.84	1659.17	2405.46	2451.59	2368.13	2516.31	1913.31	2976.24	3160.1
RNF34_HUMAN	1660.06	1607.64	1459.61	2555.11	1564.6	1870.66	2116.9	1625.23	2163.17	2201.97	1916.97	1791.76	1751.02	2002.31	2300.89	1723.48	2480.91	1285.81	2368.67	1528.39	1849.71	1447.09	1277.12	1973.84	1605.31	2252.81	1477.84	1338.53	1620.38	1525.48
RNF41_HUMAN	8342.75	7764.18	7576.38	6094.59	5239.57	5432.15	5806.43	7208.67	6397.21	5289.39	3889.66	5413.57	9464.42	9061.96	9381.03	8555.88	6957.97	7068.65	9196.82	8119.98	8444.94	8251.4	6242.49	5737.14	9175.61	8951.02	7006.24	9808.12	7804.73	5554.74
RNF4_HUMAN	3328.6	2552.78	2415.84	3527.17	2944.95	2488.05	5131.25	3539.64	4996.79	4516.92	4703.52	7058.15	2632.87	3303.79	3626.4	5480.4	3386.54	3894.57	NA	2532.06	4160.55	5920.68	5559.65	7462.68	3823.66	3861.64	8626.22	3517.37	3259.61	2727.88
RNF6_HUMAN	5788.47	4131.37	5383.47	4776.82	4478.94	4442.29	3485.45	4897.09	5536.97	4771.31	4709.69	5176.61	6720.16	6275.15	7578.42	5865.92	5963.26	6816.63	5243.93	5930.66	7617.93	6377.55	5675.47	7386.57	6803.6	5536.18	5733.64	8514.64	6727.4	7134.44
RNH1_HUMAN	11140.4	12874.1	12658	10192.2	13415.6	13582.9	12951.5	11380.2	13108.3	9680.82	10608.1	11561.1	12169.6	11962.5	13440.1	12717.7	11254	13400.4	10916.7	12420.9	12474.6	11704.7	12116.6	11063.8	11080.2	10851.3	11662.1	12271.5	12863.3	12539.1
RNH2A_HUMAN	40916	48220.8	51815.7	51201.2	52272.8	43871.7	48244	41285.4	49003.6	47517.2	53753.1	43953.7	52193.1	44382	49920.9	45056.1	48185.8	49193	41697.7	51462.9	56536.5	48585.1	54706	52140.8	49515.4	46256.4	41771.6	50238.8	45807.7	41710
RNH2B_HUMAN	18789.5	20215.5	20448.1	19675.5	22215	14776.1	21012.5	18187	18111.5	19047.3	22195.3	20007.7	21808.7	20828.7	21904.2	17694.6	18620	20202.4	19048.6	19517	22572.7	19854.6	22238.2	19123.8	20373.1	17750	17626	20547.7	18217.3	16794.3
RNH2C_HUMAN	35760.8	30760.5	37469.9	38341.1	34618.7	29510.5	29622.2	24197.4	23336.4	25425.5	27293.9	26819.2	34911.9	36060.2	35347.3	27056.9	28181.7	26166.5	37669.7	26554.4	35239.3	24234.3	29125.9	28615.8	32494.7	35885.3	26558	33631.9	30635.7	18971.1
RNPC3_HUMAN	15742.1	15987.4	16528.5	15051.4	16295.4	15135.2	15045.7	15400.1	15492.6	13120.8	14305.1	15716.7	15468.5	14139	17199.8	15979.3	15603	16294.5	16038.7	16051.6	15472.7	15701.5	15086.1	16123.3	16814.8	16489	15653.4	16775.8	16023.6	14908.2
RNPS1_HUMAN	727542	740712	651880	707927	732036	717558	732572	706205	777155	706065	726065	750255	707179	751961	615392	807295	642036	704473	677346	635998	658615	786210	723753	799572	590786	790289	818630	724258	668960	734463
RNZ2_HUMAN	32129.1	33776.2	34253.3	35852.1	35079.2	30000	37023.4	27978.9	31806.7	33786	28713.2	28851.1	35967.9	32173.9	37643.2	28402.1	33566.4	30656.5	35101.6	30238	34414.9	28010.6	30002	31652.3	32676.5	36201	29034.7	30783.6	28475.5	28394.4
RO60_HUMAN	27242.2	27267.2	28776	27468.5	27824.9	25530.6	25895.4	22402.4	25157	25734.1	25337.8	25463	29986.6	26341.1	29362.2	22059	25878.2	26483.2	27397.6	26418.5	24631.6	26241.8	23896.7	24616.8	26292.1	26838.7	24356	27284.5	25440	24384.6
ROA0_HUMAN	1022450	1059230	1121140	1126970	1341320	1058220	1029040	1195240	1205810	1202220	1402510	1575130	1183060	1278980	1314680	1334450	966303	1242310	966220	992421	1494140	1422450	1648250	1712770	847385	1041570	1303010	1547770	1041830	1133600
ROA1_HUMAN	2926580	3044970	2792550	3634210	3914000	3349580	3776650	3718360	4399460	4107570	4718550	4442580	2864310	3167970	2707610	3996520	3140660	3518170	2662770	3056660	3013530	4330010	4403940	3900420	2447960	2918440	4218220	3821580	3076720	3888050
ROA2_HUMAN	4813790	4711140	4182210	5369970	5691410	5047310	5618070	5321050	5859680	5653320	6307080	6264120	4495510	4974350	4342110	6044080	4638360	5253740	4404080	4454150	4752660	5892520	6111440	6232250	4081180	4899280	6500340	5537300	5088930	5615460
ROA3_HUMAN	2543220	2494540	2397660	3157250	3325080	2805690	2988100	3117740	3494320	3282080	3696810	3718700	2478230	2895200	2379840	3544810	2547580	3180180	2347590	2531340	2994700	3702680	3794860	3613550	1991460	2426600	3720620	3323000	2540480	3246070
ROAA_HUMAN	751385	701074	638976	918865	885836	785878	918947	743172	953488	859799	922662	957758	694025	712654	634423	1021320	683951	745748	696214	603993	703995	832432	955342	927483	609059	767264	1147350	883635	687632	856883
ROBO1_HUMAN	15746.4	14205.9	14190	14066.4	13351.3	13616.1	13258.7	13206.3	15006.1	13449.5	13094.5	13543.1	12638.8	12194.3	12649.6	12891.4	14236.7	12079.5	12882.4	11879.1	12116.1	12908.4	12974.9	12833.6	14378.3	13612	12118.6	12153.7	13384	13224.7
ROCK1_HUMAN	18108.1	16335.2	14137	15143.4	12692.8	14755.4	16379.2	11944.9	14454.5	15400.9	14134.4	14353.1	16739.7	15658.9	16920.2	13614.8	14422.5	15265	14748.1	13513.4	16639.7	13219.5	13326	15514.9	15120.7	16798.8	14836.4	14541.2	13161.3	13224.6
ROCK2_HUMAN	23669.8	21794	24130.1	23546.5	21383.5	22281.3	24691.9	22596.5	23640.3	22963.5	21358.9	20747.4	23814.4	21714.5	25371	22863.7	22992.2	20720.1	23547.7	20921.1	21949.4	21436.4	20776.7	19447.5	21952.6	24886.4	21001.5	19868.7	20862.9	22447.5
RP25L_HUMAN	17371.2	23414.5	25407.5	15312	17399.2	10467.3	14127.2	14139.4	6755.54	12321.8	11304.7	11608.3	24311.3	27115.5	26644.2	11955.3	9323.59	13812.4	15930.6	8398.37	17919.2	9018.62	11539.8	14098.8	13662.1	22883.8	16583.8	22297.2	12737.1	7638.34
RP9_HUMAN	104569	109614	109696	108702	107279	104014	115541	100572	95670.2	111453	90260.4	101138	127741	103792	103062	97610.2	112232	107358	128587	94179.5	95505.5	102054	105700	88416.9	105490	115170	95791.5	107269	105762	106212
RPA12_HUMAN	25289.2	28468.9	26441.3	17387.6	20317.3	20854.7	15429.2	20259.8	12301.1	18505.9	12944.3	17026.1	25770.6	23867.5	22425.8	13548.5	20569.8	16010.1	23152.1	15416.4	22082.1	14295.7	19444	17602.3	23899.1	26383	16103.3	17831.9	17169.1	16076.1
RPA1_HUMAN	90619.3	96061.7	93852.7	92304.1	92475.1	95010.8	90535.7	94199.6	90375.1	92798.3	99181.3	94800.2	89984.8	90510.7	90622.6	91237.6	92862.4	94229.9	88903.9	93551.6	95660.2	92264.1	95200.8	93869.2	92186.1	86727.6	87075.1	91875.7	92746.4	93017.8
RPA2_HUMAN	74009.9	79785.5	77260.4	75101.5	76932.7	74461.1	71498.6	77817.5	75008.8	75757.6	80025.3	74449.7	77424.7	77417.4	75815.3	75919.8	74849.6	74435.3	74298.1	80246.1	73474.7	75059.4	72366.9	75727.7	75062.9	72629.4	68745.7	73561.8	75503.1	75363.6
RPA34_HUMAN	288063	260398	268309	335904	339088	269629	328353	277918	385300	334113	373966	341542	260072	294679	231172	390047	243348	283614	248061	237102	242156	331535	332779	294815	203122	293962	343344	317496	283760	299082
RPA43_HUMAN	71989	68463.2	63830.2	68335.7	70261.9	72565.5	70810.2	65833.7	70115.8	69443.1	72726.4	66148.7	68753.9	67109.1	57131.8	64552.7	72053.7	66544.2	67263.7	76417.1	54233.4	68353.3	67709.7	54574.9	70431.4	66987.7	66257.7	63846.6	71844.1	75086
RPA49_HUMAN	103083	113810	112225	109681	115695	113499	107419	107122	110890	110092	119568	106550	109748	106845	107871	105480	109416	114037	105939	108733	106166	109573	110765	105527	108967	99729.4	101777	111334	118187	113406
RPAB1_HUMAN	164759	169646	166648	155214	155858	160456	156846	161023	154195	157462	152988	162189	165295	159058	163438	139755	170975	155656	169265	163387	165164	148232	150255	153595	156627	162602	155209	159361	157759	155130
RPAB3_HUMAN	95821.2	94123.9	92109.4	87119.2	80241.4	85739.7	76602.6	76270.4	73966.1	77016	64852	67684.3	84608.5	88324.5	78470.1	72930.2	88098.9	68938.1	97841.5	78366.3	47498.3	61830.6	60958.4	58415.1	95477.1	93378.2	77754.1	78683	84836.6	70735.1
RPAB4_HUMAN	19034.7	22612.9	25159.7	18914.1	17781.4	12462	17224.9	17070.6	9832.84	13899	12072.3	12873.3	24641.1	24668.7	21241.9	17538.6	11538	13000.8	20683.9	12530.1	11770.9	12241.2	10256.5	14827.6	18011.4	21980.8	14247.7	21813.6	15427.8	12647.9
RPAB5_HUMAN	47687	44746.1	42216.6	50744.3	43131.6	43951.7	47777.6	45370.9	50819.9	49777.9	45486.1	51384	43414.1	45517.5	38250.1	59035.4	45886.3	45239.5	45096.7	44984.3	41763.8	48516.1	43219	46658.8	44496.6	41471.5	48393.9	42744.6	46225	35240.3
RPAC1_HUMAN	170294	178241	177404	173235	171978	175977	178260	179051	165725	170524	192763	172617	177028	189826	181892	172097	172465	174925	176877	169868	184783	170051	187318	180058	175119	171457	166140	176219	172738	172652
RPAC2_HUMAN	99039.7	88119.4	93053.3	65028.6	71172	70117.9	75765.6	66426.9	45698.2	52304.8	56753.4	60099.4	84694	95743	92630.9	58421.4	65055.8	62080	80725.8	60242.3	68982.1	56300.4	61837.3	59901.8	87181.5	87590.9	72313.4	83757.6	72567.9	53624.3
RPAP3_HUMAN	63405.6	65306	59273.5	71874.6	68274.8	63951.3	68758.3	62902.5	73792.7	65033.1	63936.2	65722.1	71288.7	73832.1	69442.7	86020.7	61615.7	69119.8	69314.8	58563.3	68209	74808.8	73841.6	72765.6	59350.4	74919.1	82424.3	66569.1	67343.9	68675.3
RPB1_HUMAN	57042.1	56798.2	56095.1	52704	54873.4	56104.2	55428	58740.7	58236.1	57288.4	54087.6	63476	54782	57684.1	57717.9	50437.2	57392.3	57265.3	54073.2	55262.8	59175.9	57993.3	52943.8	59792	57316.6	54234.5	51368.1	55628.7	53304.7	54077.1
RPB2_HUMAN	85651.9	82856.3	85327.2	81431.2	80905.3	79285.5	80623.1	85372.1	84573	83521.6	74644.7	90317.1	81648.8	83338	88200	76486.8	84746.3	84518.2	84475.4	82468.6	86820	81170.2	77479.5	81914.7	82286.4	80219.1	75540.3	81282.1	77590.6	79429.4
RPB3_HUMAN	18093.6	13803.6	16955.7	13171.1	14445.7	13397.8	14957	15229	12388.9	14493.9	12267.5	17263.8	11585.8	15254.4	16670.7	13769.8	16524	14586.8	17386.9	13989	17948.2	15305.8	13551	16013.5	14874.9	17711.3	15149.9	17557.6	14987.7	14412.3
RPB4_HUMAN	5929.63	6073.79	4112.1	5020.42	3575.2	5939.46	6457.77	5584.79	4183.96	2770.65	1802.9	3318.64	NA	4388.26	4231.07	2969.1	4654.48	4159.95	5187.55	4688.27	4245.98	3424.47	2625.89	3228.58	5447.46	6442.9	3790.14	3611.38	5466.84	2072.35
RPB7_HUMAN	28191	27572.8	28703.1	22561.2	22836.7	24109.4	22991.3	25028.4	25520.5	24545.6	21728.5	24917	24547	28464.1	27201	22222.6	25067	23426.8	27217.8	23339.6	19583	19926.6	21913.6	20176.4	29268.6	27083.4	22573.8	25662.5	24236.1	23135.2
RPB9_HUMAN	35350.3	35896.6	36511.7	34792	35083.7	27602.9	30919.6	25062.7	22606.4	26459	21702.6	27296.3	32069.1	41183.9	40271.5	25001.5	28249.7	24499.6	36030.8	29126.3	27716	24418.6	23460.5	29906.7	32886.4	37148.7	31124.7	44886.7	27673.4	23522.5
RPC10_HUMAN	11685.8	10882.9	12206.7	6417.08	8463.68	4431.67	6816.08	6198.85	4054.92	6296.03	8195.28	5182.32	12288.7	11574.8	12583.7	4484.64	6684.12	4445.22	9995.88	6916.91	6858.07	8408.31	5261.12	6949.84	8841.64	13145.4	6311.18	7296.83	7501.5	7497.78
RPC1_HUMAN	50285.1	46712.2	45169.8	48392.5	46422	44683.4	46122.4	41413.3	42111.8	46461	43247.8	44016.1	45790.1	45016.5	40723.7	44070.7	45385.7	41058.4	46623.3	44304.4	44212.2	41957.9	40836.7	41355.5	47826.6	48462.7	41262.4	46314	43416.3	41911.7
RPC22_HUMAN	87333.9	79902	70944.6	72604.7	77013.9	71071.7	74690.5	60393.8	82194.7	87029.9	64425.4	57275.7	77094	72103	68644.9	91416.7	62533.1	59917.6	74026.5	55196.1	70186.4	70319.4	77500.8	62906.8	69955.4	99561.6	79634	93036.5	75146.2	71365.1
